Comment	CommentID	CreateTimeStamp	Type	videoID	videoTitle
Steph curry is the best point guard of all time Imo he s the best pure scorer of all time To be the best at shooting the shot that gives you the most points consecutively means your the best scorer ever	UgxFu3PLo-96AdBAOC94AaABAg	2018-12-07T16:29:00.000Z	Comment	EL4ggDXMzjw	Golden State Warriors vs Cleveland Cavaliers Full Game Highlights | 12.05.2018, NBA Season
Lmao he said he knows Curry remembers those black jerseys	UgyH27hFfmowOZk__mR4AaABAg	2018-12-07T15:14:03.000Z	Comment	EL4ggDXMzjw	Golden State Warriors vs Cleveland Cavaliers Full Game Highlights | 12.05.2018, NBA Season
haha	Ugyp0GXJ0BnhGSdnQgd4AaABAg.8oVSDm69HZq8oYeDbGZrCx	2018-12-07T09:04:07.000Z	Reply	EL4ggDXMzjw	Golden State Warriors vs Cleveland Cavaliers Full Game Highlights | 12.05.2018, NBA Season
Grizzlies	Ugyp0GXJ0BnhGSdnQgd4AaABAg.8oVSDm69HZq8oWIkeOwBMt	2018-12-06T11:09:19.000Z	Reply	EL4ggDXMzjw	Golden State Warriors vs Cleveland Cavaliers Full Game Highlights | 12.05.2018, NBA Season
They ruled it a but his foot was on the line welcome to Vegas	Ugy2ZgjcAtDMhvSS2ux4AaABAg.8o_JZFt_Coq8o_KlW9uhE9	2018-12-08T00:43:52.000Z	Reply	EL4ggDXMzjw	Golden State Warriors vs Cleveland Cavaliers Full Game Highlights | 12.05.2018, NBA Season
Durant defense	Ugy2ZgjcAtDMhvSS2ux4AaABAg.8o_JZFt_Coq8o_KTT5nmXN	2018-12-08T00:41:16.000Z	Reply	EL4ggDXMzjw	Golden State Warriors vs Cleveland Cavaliers Full Game Highlights | 12.05.2018, NBA Season
Ok hood	Ugy2ZgjcAtDMhvSS2ux4AaABAg.8o_JZFt_Coq8o_JueARcyi	2018-12-08T00:36:23.000Z	Reply	EL4ggDXMzjw	Golden State Warriors vs Cleveland Cavaliers Full Game Highlights | 12.05.2018, NBA Season
Full Game Highlights	Ugx6RCgqYEwP1m_ta2p4AaABAg	2018-12-06T02:25:42.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Rodney Hood Steph Curry	UgxcIH0IBZdPGlDExD54AaABAg	2018-12-06T19:53:19.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
We killed it	UgwP_qfNshQK9nwryhd4AaABAg	2018-12-06T14:41:59.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Wtf is going on st half video late upload Edit Oh fuck I thought it was finals st half	Ugy0OPOsEY9ZEvGS_8V4AaABAg	2018-12-06T14:36:37.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
we all knew jr was the problem	UgxDultBw28apBGajex4AaABAg	2018-12-06T11:42:54.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
I only enjoy watching the cavs lakers an okc play	Ugyn4sNev_O91Y3-Upp4AaABAg	2018-12-06T10:38:38.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Not any starting players from the golden state warriors could win a championship with that team or any cleveland team LeBron James took to the nba finals the bums especially klay Thompson soft ass	Ugz7wkHTWvDWKh5-Hkx4AaABAg	2018-12-06T10:31:46.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Lebron spirit	Ugxo53VINBrX7DdDWxF4AaABAg	2018-12-06T09:07:53.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Still got murdered though	Ugw5VVGx14fFnhRwCVd4AaABAg	2018-12-06T06:35:49.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Did the commentator say take that Steph Curry Sounds a little bit personal but it s okay Steph dropped anyways	UgxmL182Xs51hJ0Hh9t4AaABAg	2018-12-06T05:51:00.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Cavs will have a short season No playoffs this year fellas Lol	UgwcnNZJyzTs_vQcW8Z4AaABAg	2018-12-06T05:08:58.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
I hear the Cavs are the team to beat in the East	UgwlYd_SQ3J333_Mdz54AaABAg	2018-12-06T04:57:41.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Warriors the greatest team in the world	UgxnOHgy0ZvFVNRYA114AaABAg	2018-12-06T04:56:25.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Warriors the greatest team in the world	Ugwotdjzpp6SwSKq7YF4AaABAg	2018-12-06T04:56:18.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Funny how Draymond is still out with a sprained ankle	UgwCkxMJwBUaHYMf5JV4AaABAg	2018-12-06T04:09:01.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
I am fully sure LeBron is still playing at The Cavs	UgwXKnT87_dsJq1Trt54AaABAg	2018-12-06T03:52:39.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Take the L Lav lavaliers LLLLLLLL FOR CAVS	UgxXx4ad-AiJlayRO2N4AaABAg	2018-12-06T03:50:53.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Curry from the parking lot Lol	Ugy9HdoSXPBG0YnwXyF4AaABAg	2018-12-06T03:36:05.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
when you see cavs vs warriors today but nahhhh its ok no lebron see you on christmas day bruh lol	UgwnTZvSp8FXs9tL4-t4AaABAg	2018-12-06T03:35:41.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
This just comes to show that Cleveland is really something without there stars	UgyXxAiAOANXa4oc8at4AaABAg	2018-12-06T03:23:42.000Z	Comment	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
MLG Highlights	Ugx6RCgqYEwP1m_ta2p4AaABAg.8oVMpbYGzm78oVOCO0GVqi	2018-12-06T02:37:41.000Z	Reply	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
bye bye hater You forget Irving who was a beast in the finals we saw the shitty cavs finals without irving The was a joke also years before	Ugz7wkHTWvDWKh5-Hkx4AaABAg.8oWESbLoTmB8oWJ_A6uh6f	2018-12-06T11:16:29.000Z	Reply	LzwazIrIkA4	Golden State Warriors vs Cleveland Cavaliers 1st Half Highlights | 12.05.2018, NBA Season
Lakers vs Pacers Full Game Highlights	Ugyq2VXeeWUikoSCQvh4AaABAg	2018-11-30T06:06:10.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
I ll just jump on that bandwagon now I think	UgyVfKEGer2OabndhBd4AaABAg	2018-12-07T19:30:43.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
KD cant win without steph and draymond	Ugy8Tqh_M2g9FC_SlqV4AaABAg	2018-12-07T18:00:10.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Was klay even there	UgzZeU36cK6Y2V4DifZ4AaABAg	2018-12-06T13:54:45.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
wheres curry	UgynEuTs2lMf-Mdb8at4AaABAg	2018-12-06T13:17:37.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
The more I watch GS games without Curry the more I appreciate how fearful opposing teams are of him	UgxS_IxRaE7QcL4kDDZ4AaABAg	2018-12-06T10:09:35.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Toronto Raptors the best	Ugy7ryvcqIo2sj-is6N4AaABAg	2018-12-06T03:38:06.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Not to be mean but y r his eyebrows so large	Ugytc3IOZjL47ODj7QR4AaABAg	2018-12-05T22:16:13.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Yall cant deny KD was absolutely filthy	Ugze7jTYgPQJoIcpkcN4AaABAg	2018-12-05T17:31:16.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
To all our supporters I believe we can still make it to the fiba World Cup continue to support our Gilas Pilipinas Team PUSO	UgzCDOsN9GfKDo7WQs14AaABAg	2018-12-05T14:33:33.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
leg	UgzhjqUIK_skExWZ8Mh4AaABAg	2018-12-05T14:10:50.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Who s the guy talking at	UgwFNi_bJ5DQUx3I9JZ4AaABAg	2018-12-05T07:55:27.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Cool good game	Ugw5C2ZcvZi9-F-bCl94AaABAg	2018-12-05T04:37:44.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
KD hitting s like it s Rucker Park	UgzHhmPCBj8h6G4MY0p4AaABAg	2018-12-04T21:43:02.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
That s very nice to see	UgzMAgy0skQr-pgBhu14AaABAg	2018-12-04T18:04:19.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Khawhi will sign with Golden State	UgwZ3LTSvUlnAY3Akxh4AaABAg	2018-12-04T04:59:37.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
kawhi s defense made the biggest difference	UgzAv-ARnBi-nKvJ0wp4AaABAg	2018-12-04T00:29:13.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
GSW lost thats it regardless the reason no curry no green bla bla bla hahaha GSW already have still a lot of allstars even without curry and green so bullshit excuses not accepted hahaha	UgwVL0NXbWY3WjwjVwF4AaABAg	2018-12-04T00:23:15.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
I m a Raptors fan and it s sad to know two of the clutch OT moments that won the game were from Spurs Starters Danny s and Kawhis defensive turnover on KD	UgwCea9lwnJK4NWGSgR4AaABAg	2018-12-03T21:15:23.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Lebron is still the best he carry his shits team mates and took the team twice to the finals compare to kd s team surrounded by a qreat player but still can not	UgxXgUb8j62_5emGH014AaABAg	2018-12-03T15:57:22.000Z	Comment	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Wait till Curry comes back My new Maff class says adding Curry will add pts and we will demolish you weak ass East teams by at least pts minimum Our all stars guarantee we win You trash teams should roll over and die and just hand us the trophy Signed Sore Loser Entitled GS fan with Maff disfunction	Ugyq2VXeeWUikoSCQvh4AaABAg.8oGJI6x7WN38oMgBJ9o3kO	2018-12-02T17:30:24.000Z	Reply	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
GSW needs superstar	Ugyq2VXeeWUikoSCQvh4AaABAg.8oGJI6x7WN38oKge0G98rg	2018-12-01T22:55:58.000Z	Reply	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Yoda Syaputra they do tho he s just injured It s been proven when steph on the court the team does much better	Ugyq2VXeeWUikoSCQvh4AaABAg.8oGJI6x7WN38oIHHPxZ7pM	2018-12-01T00:27:05.000Z	Reply	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
kawhi michael jordan	Ugyq2VXeeWUikoSCQvh4AaABAg.8oGJI6x7WN38oI5Yzwmpl0	2018-11-30T22:44:37.000Z	Reply	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
NO CURRY NO GREEN NO BOOGIE MEET US AT FINALS RINGS IN FINALS	Ugyq2VXeeWUikoSCQvh4AaABAg.8oGJI6x7WN38oHfCGcSZE6	2018-11-30T18:45:35.000Z	Reply	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Iieikekke	Ugyq2VXeeWUikoSCQvh4AaABAg.8oGJI6x7WN38oHHQzyKdMN	2018-11-30T15:09:09.000Z	Reply	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
you mewn more bandwagon	Ugyq2VXeeWUikoSCQvh4AaABAg.8oGJI6x7WN38oGyRn6nGIF	2018-11-30T12:14:29.000Z	Reply	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Nah warriors just need more superstars	Ugyq2VXeeWUikoSCQvh4AaABAg.8oGJI6x7WN38oGZuM9vQTQ	2018-11-30T08:31:20.000Z	Reply	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
wow	Ugyq2VXeeWUikoSCQvh4AaABAg.8oGJI6x7WN38oGX3xy9nIH	2018-11-30T08:06:34.000Z	Reply	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
warriors just need good leader	Ugyq2VXeeWUikoSCQvh4AaABAg.8oGJI6x7WN38oGT3YCcmQv	2018-11-30T07:31:34.000Z	Reply	zOMNLpXbkWw	Golden State Warriors vs Toronto Raptors Full Game Highlights | 11.29.2018, NBA Season
Hi llama	Ugxb3eGLIm7GdpUyEc94AaABAg	2018-12-08T01:31:32.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
nice trim	Ugz6bFCgONeGZpYhCLp4AaABAg	2018-12-07T22:55:57.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
steph Caught That green light animation	UgyA-hd8K_CtC-nf5Sx4AaABAg	2018-12-07T21:42:39.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
Oh the Hawks got Luka Doncic Oh wait whut	UgwWnEsfPHdN0HeXSDZ4AaABAg	2018-12-07T19:43:49.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
I need to to thank you for this fantastic read I absolutely loved every little bit of it I ve got you book marked to look at new things you tube post	UgyiPmFyGeI-IY3-uUd4AaABAg	2018-12-07T08:55:24.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
honestly there gonna get crushed by warriors	Ugy9OSv2gisWGAJDPvh4AaABAg	2018-12-07T00:23:22.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
I m sad for KD None of his titles will ever mean anything until he leaves GS People who know basketball will always think Ehh yes but Even years from now He will only remembered as the one who ruined what the NBA had the best to offer us The thrill the suspense for years at least	Ugy9UELh-HAvW9xUPXp4AaABAg	2018-12-07T00:22:22.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
nice trim	UgxWE1cj2RFgAcGWdsF4AaABAg	2018-12-06T22:06:52.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
That Dell s middle finger tho	UgwUgvY0arCqPG6uzkZ4AaABAg	2018-12-06T16:21:07.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
Golden state warrior is beast it s way better than lakers	Ugz0O9gahASlkqvq4LZ4AaABAg	2018-12-06T15:29:51.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
song of	UgzoAVutATcnPHvFlZN4AaABAg	2018-12-06T02:39:53.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
Steph a great PG More ball and player movement more posessions more open lane GSW flexing their muscles	UgxP2cMTWFPt0s1bODN4AaABAg	2018-12-06T02:32:49.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
Desk assault neighbor okay banking watch tank sweep tissue	UgwXDnBEoeUOmKaOtXt4AaABAg	2018-12-06T02:32:12.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
Steph is nice and all but let s be real He s not better than Lebron or KD lol	UgwWacOJDxXYoSiYM_d4AaABAg	2018-12-06T00:41:03.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
lol there s more people cheering for gsw than hawks	UgwwnOZuY7IjVD-Wu3N4AaABAg	2018-12-06T00:09:13.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
Steph is back that is a sure win and let jokes over Curry MVP	UgxJmEiFBlbVtv4YZKB4AaABAg	2018-12-05T23:20:44.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
Its kinda embarrassing how Atlanta has no true fans because of its diversity And its in the NFL for the falcons too The away fans cheer louder than the dam home fans smh	UgzFOwJVKx2gzO_mFn94AaABAg	2018-12-05T20:48:04.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
is the new	Ugxeb1OPHq1aUDFc20B4AaABAg	2018-12-05T20:28:14.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
that spin	Ugym_ksFyKCMqQRN0sJ4AaABAg	2018-12-05T20:21:37.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
once boogie comes back the nba season is over	UgzUdOmvtBQCPsH-ivh4AaABAg	2018-12-05T20:04:57.000Z	Comment	bJlGrLEh7fw	Golden State Warriors vs Atlanta Hawks Full Game Highlights | 12.03.2018, NBA Season
Celtics vs Timberwolves Full Game Highlights	UgwZGefFu0Dv338V-s54AaABAg	2018-12-02T03:36:51.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
MY BLAKE F CK NG GRIFFIN MAN	UgzQqI9bzC9v_fMRxZN4AaABAg	2018-12-06T03:28:34.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
Hey guys I really wondered that what kind of kd s yellow shoes I lke it but i don t know that model s name	UgxR_JA3P2XtukwvJcF4AaABAg	2018-12-05T15:34:46.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
Pistons Basketball at its finest	UgyF2NakZC29iObg8zx4AaABAg	2018-12-05T15:21:44.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
Curry nganga	UgzdpfFVgytW8iz_CgR4AaABAg	2018-12-05T06:46:19.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
Warrior cannot make in magic	UgzDRJv-xijj6Qu1UFN4AaABAg	2018-12-05T06:44:39.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
OMG	UgzH4m5_NwrLTFj6pBp4AaABAg	2018-12-05T04:45:36.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
wait no one gonna mention drummond tipping klays miss back in	UgwrRaLEMYYAaVBy_Nh4AaABAg	2018-12-04T19:13:30.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
Pistons did a better job of smiting GSW than the raptors Looks like they re a team to be reckoned with	Ugxw959dgcboluQs2Wh4AaABAg	2018-12-04T18:34:19.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
The Warriors truly bring out the best in every team D Every game they lose is a good game to watch not hatin but when they win it s usually a blowout game with a boring ass th Qtr	UgzfGIImjJOidYVJlVt4AaABAg	2018-12-04T17:44:35.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
I m A michigander but im a huge fan of the warriors no matter what DUBNATION LIFE	UgyZ3m3oj-MjeLGV7lt4AaABAg	2018-12-04T15:22:23.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
Jean Mes petits enfants je suis pour peu de temps encore avec vous Vous me chercherez et comme j ai dit aux Juifs Vous ne pouvez venir o je vais je vous le dis aussi maintenant Je vous donne un commandement nouveau Aimez vous les uns les autres comme je vous ai aim s vous aussi aimez vous les uns les autres A ceci tous conna tront que vous tes mes disciples si vous avez de l amour les uns pour les autres	Ugy3AGbXJzvl_BrX7ch4AaABAg	2018-12-04T13:46:25.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
Steph Curry is back	UgyAtx8eiqHCpeq4r-B4AaABAg	2018-12-04T13:38:36.000Z	Comment	gWy4YQuGePs	Golden State Warriors vs Detroit Pistons Full Game Highlights | 12.01.2018, NBA Season
