Comment	CreateTimeStamp	Type	videoID	videoTitle
I have tremendous respect for Rafa and he is one of my favourite players but honestly I cannot stand the hypocrisy of his fans You always accuse Federer fans of coming up with all sorts of excuses when he loses whereas in actual fact you always play the injury card whenever he loses Also why do you always bring the GOAT debate into the picture Why not simply congratulate Federer when he wins rather than always throwing that weak era nonsense of yours Seriously Fed and Nadal are both great so stop comparing and stop making excuses for Nadal losing When he loses it means he simply wasn t good enough on the day or he got outplayed thats it He s not injured every single time he loses So stop accusing Fed fans of making excuses when you are a million times worse And learn to respect other players too	2018-11-19T22:07:42.000Z	Comment	mFIOGpIQtVU	Roger Federer vs Rafael Nadal - Australian Open 2017 Final (highlights HD)
Nadal stop screaming like a B	2018-11-18T02:53:28.000Z	Comment	mFIOGpIQtVU	Roger Federer vs Rafael Nadal - Australian Open 2017 Final (highlights HD)
Holy God	2018-11-17T13:33:39.000Z	Comment	mFIOGpIQtVU	Roger Federer vs Rafael Nadal - Australian Open 2017 Final (highlights HD)
The match I ENJOYED the most	2018-11-17T05:04:37.000Z	Comment	mFIOGpIQtVU	Roger Federer vs Rafael Nadal - Australian Open 2017 Final (highlights HD)
I fear when Federer stops his career of the tennis fans will leave the sport Federer is such a big name not just in tennis but in the world His foundation and the way he is wife children happy life it seems like	2018-11-16T13:09:02.000Z	Comment	mFIOGpIQtVU	Roger Federer vs Rafael Nadal - Australian Open 2017 Final (highlights HD)
greatest tennis match ever	2018-11-01T03:09:57.000Z	Comment	mFIOGpIQtVU	Roger Federer vs Rafael Nadal - Australian Open 2017 Final (highlights HD)
Marked the end of weak era	2018-12-02T09:50:21.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
Did they have the staff of both players in the same box	2018-12-01T09:42:36.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
Did anyone else notice how adorable Roger looked at the end	2018-11-30T11:06:54.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
Melhor final da hist ria com certeza	2018-11-29T15:47:30.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
Echizen Ryoma v s Yukimura Seiichi	2018-11-26T16:34:46.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
that moment of respect	2018-11-24T09:41:58.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
The hi was from Sara he he	2018-11-24T06:32:38.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
i literally cried after he won Wimbledon in rd attempt against Federer hats off to both ledends	2018-11-23T05:42:02.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
Props to Roger for being stone faced I would have bawled my eyes out in front of millions of people if I was him Then again nobody can be Roger not even Rafa	2018-11-22T06:02:53.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
Wow I m gonna watch this tomorrow	2018-11-22T05:59:05.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
This should have way more views man	2018-11-19T23:19:48.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
Greatest match of all time	2018-11-18T14:41:31.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
And then some people still say that he doesn t lose in grace smh	2018-11-17T05:20:33.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
Federer The Cool composed Nadal The Fierce Ferocious	2018-11-11T19:22:36.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
Is it just me or were the commentators ridiculously fanboying over Nadal	2018-11-10T21:14:16.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
FRICCKING MARATHON I DID IT	2018-11-09T06:58:25.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
It was when I first began watching Roger Federer play tennis the Australian Open to be precise Great player he s betterer	2018-11-06T07:16:13.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
And Federer was meant to be invincible at Wimbledon	2018-11-05T05:52:58.000Z	Comment	mHsg2M25PzY	Roger Federer vs Rafael Nadal | Wimbledon 2008 | The Final in full
RAVI RATHEE Sure he is but not after the greatest match of all time In fact one can t argue against that because there s only one example	2018-11-25T17:28:28.000Z	Reply	mHsg2M25PzY	Roger Federer vs Rafael Nadal Wimbledon The Final in full
the aviator Rafael is equally humble in defeats	2018-11-25T06:29:53.000Z	Reply	mHsg2M25PzY	Roger Federer vs Rafael Nadal Wimbledon The Final in full
difference between nadal and fed in was the big points	2018-11-25T14:47:08.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
Federer	2018-11-18T17:24:44.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
people can think that Fed dominates Nadal but that is not true Nadal was very unlucky he had or break points in first set and very very but lucky with the net in the last break point for federer in second set Nadal could have won this match	2018-11-04T18:23:05.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
Dude this chick has really cool glasses She s a professional photographer too	2018-10-29T07:22:55.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
Federer was tired in Miami yet he still got the job done	2018-10-10T16:07:50.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
Oh man was this one big orgasm for Fed fans Slams Masters against Rafa Probably his last big year I hope not	2018-07-17T20:25:24.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
Rafael nadal is four years younger than federer so if federer retires from tennis then also nadal has many opportunities to break fed record and establish his own record bcoz no one will there to stop nadal from winning titles other than djokovic nadal has four to five years remains in his career till then he can win any titles due to lack of experienced player like him is nobody after federer to give fightback djokovic form will play an pivotal role in his career and to hinder nadal victory his form is much important	2018-06-16T05:26:06.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
Nadal is not playing him like he was he s hitting dead center of the court if he would go for some shots hit my side to side power shots he would take control better	2018-06-15T21:59:00.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
Nadal will probably never beat Roger again outside of clay	2018-04-13T13:06:34.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
Another aspect is Federer taking the initiative to close the points Waiting for Nadal to err won t work Nadal keeps the ball in play and extracts errors from the opponent Djokovic and Federer have succeeded against Nadal in recent times by going for the kill U On clay Nadal s tenacity is unmatched Federer no wonder avoids him on clay	2018-03-18T03:47:08.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
What s that shot that everyone thinks is going out but drop in like inches from the baseline Is it just top spin	2018-03-13T10:10:42.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
Surprise to see Federer using Nadal s own tricks high looping or aggressive returns to his forehand and backhand Federer is now using Nadal s habit of standing back to step in and take control over the center of the court that s the same thing Nadal used to do forcing Federer to stay locked up in late slicing	2017-10-19T05:23:46.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
Nadal hits it only to the center of the point the first shots of his and then Federer controls the point after that had he moved Federer around just a little more he could of had a chance to win more of his points and on Federer s serve too As a Rafa fan it hurts to see this happen but as tennis fan it s cool to see Roger problem solve Nadals game	2017-09-06T02:58:44.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
After the match against Kyrgios I was surprised rafa did not outlast him because looking at fed s face he was struggling physically Mad points though especially at	2017-08-01T11:37:44.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
Nadal is playing so well this season If there was no fed he would have swept most of the titles Its ironic fed is his kryptonite now	2017-07-30T05:59:35.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
All the luck on Federer s side today Both players were even and either player could ve taken both sets but Federer was very lucky on crucial points	2017-07-20T00:32:28.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
great video some power hitting by both players but Federer looking in his prime again and feeling relaxed against nadal	2017-07-17T21:16:43.000Z	Comment	yM7Gzhout_g	Roger Federer Vs Rafael Nadal   Miami 2017 Final Highlights HDvia torchbrowser com
Luis fed also had a few breaks that he didn t convert in both sets could ve won the match a lot easier as well	2018-11-06T18:23:15.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
This year he already won AO	2018-08-31T03:19:45.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Right that s why he lost times to Roger lol	2018-08-15T13:34:36.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Jo Achim and this year Nadal has been even better	2018-08-15T09:27:25.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Marcos Villavicencio was a nightmare season for him He had back pain and was beginning life with a new racket Switching to new things is not easy at that point in his career It s like telling Nadal to switch to right hand I don t see why you re adamant here	2018-12-04T06:03:56.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Ifeanyi Ikpegbu Federer had already proved the new raquet in some tournaments in He was fully adapted The Australian Open proves Federer is not unbeatable with the new racquet	2018-12-03T22:00:41.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Marcos Villavicencio He beat him while he was adapting to the new racket What s your point	2018-12-03T21:55:44.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Akhtescham Ahmed Irrelevant for my point grammar nazi	2018-08-31T07:48:55.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Marcos Villavicencio beated haha	2018-08-31T03:15:55.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Nadal beat Federer with his new bigger racquet in Australian Open Federer already changed his racquet in January Source	2018-05-23T10:38:43.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Taylor Pack How is the Miami Open a small tournament It s a masters	2018-05-11T08:45:32.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Alexander Cortez idk about that but this is a small tournament they aren t going to take chances to mess their bodies up Australian Open was way closer because both gave it their all	2018-04-20T19:52:22.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
No It s lob	2018-06-08T02:58:31.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
trounbyfire yes	2018-03-23T19:34:36.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Lance Burley And that reason is	2018-10-22T07:53:56.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Federer skips the whole clay season for a reason	2018-10-22T00:42:58.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Marcos Villavicencio no one is nadals kryptonite on clay lol Except maybe Novak since since the h h is like or in favour of Nadal	2018-08-19T03:26:35.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Not on clay though	2018-05-23T10:26:33.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
What match did this guy watch	2018-12-03T21:57:04.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Tom Deverson that s why he lost three other times to rafa right	2018-12-01T04:12:48.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Lucky not Win tournaments	2018-10-02T21:22:33.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Lucky mate Its called skill	2018-08-31T03:18:54.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Vicky Mooney I don t think anyone is trying to discredit clay The point here is that Nadal has a positive record vs ANYONE on clay and that biases the H H numbers	2018-07-16T03:41:03.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Marcos Villavicencio in Federer was just trying to adjust to a new racquet Not easy when coming off his worst season in a long time low confidence in his game during his time off in he truly tested the new racquet and changed his backhand under the advice of Ljubicic	2018-07-16T03:39:28.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Marcos Villavicencio Federer has a minimum of titles in each GS outside Roland Garros Also hard surface is a generic term Carpet and cement are very different If you play tennis you will know the difference easily That means he has only ONE GS on carpet No doubt Nadal is the best ever on clay of his titles and of his GS are on that surface with records that will most likely remain forever On the other hand he has never been able to defend ANY title on a surface that is not clay and has lost on other surfaces to players like Pouille Fognini Blake Youzhny Darcis M ller Rosol Finally there is the indoor surface performance namely the Master s Championship Federer has won it times vs Nadal none	2018-07-16T03:35:20.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
The head to head isnt only in feds favour because of all of nadals clay wins Wrong Nadal dominates Federer in Grand Slams including outside clay That is Nadal has won of his GS matches against Federer Nadal also leads overall the H H in outdoor hard courts against Federer	2018-05-23T10:40:44.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Ertugrul K rpinar Federer is not more complete than Nadal for sure Nadal has won at least GS titles on each surface hard grass and clay Federer only has won GS on clay GS on each surface GS on each surface Thus Nadal has his Grand Slams more evenly distributed by surface Nadal is more complete in outdoor surfaces Federer is only more complete on indoor surfaces In order to be more complete overall Federer needs to be more complete than Nadal both in outdoor and outdoor surfaces not only the indoor ones	2018-05-23T10:35:30.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Federer already changed to a bigger racquet in January yet Nadal defeated him easily at the Australian Open Racquet change source	2018-05-23T10:32:18.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
maccajoe you can t just take away clay It s part of the game It should be taken into consideration but you can t take it away just so it gives Federer the advantage	2018-05-11T08:43:43.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
maccajoe Dude seriously Federer fans love to discredit clay Clay is as much of a part of tennis as hard or grass Saying the head to head would be in Federer s favour if you remove clay is just stupid Guess what if you remove Hard court then Federer would have very little wins over Nadal BUT WHO CARES All surfaces exist because they are a part of tennis I fucking hate when these Fed fans try to discredit an entire surface but NEVER say anything bad about grass or hard	2017-11-12T14:49:46.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
The head to head isnt only in feds favour because of all of nadals clay wins on every surface thats not clay fed is ahead	2017-08-04T17:57:07.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Tom Deverson fed is more complete than nadal and djokovic for sure	2017-07-29T08:38:16.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Tom Deverson I think Nadal is lucky Federer didn t change to this new racquet or years ago or the HEAD HEAD might be well in Federer favour	2017-07-20T18:08:26.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
FIRE tennis needs Djokovic aswell Nadal v Djokovic great rivalry	2017-09-06T15:46:25.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Depends if djockvich makes a come back or not or any up and coming players but think he probs has a few majors left it seems like he might quit but not sure depends how well he does and his back issue	2017-09-06T14:53:06.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
FIRE I hope he stays around for or more years the game needs him because i think Federer will only play and hang up his racquets then i think nadal win the US open he s the man on form and has had an easy draw	2017-09-06T12:27:16.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
NADAL WILL PLAY FOR AS LONG AS HE CAN HE IS LOOKING PRETTY GOOD AT US OPEN	2017-09-06T11:48:19.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Fed skipping the French and entire clay season had nothing to do with Nadal He s yr old and is sched smart Nadal won t even be on the tour by If Fed was afraid to play Nadal on clay he would have skipped the French way before this Stop being butt hurt because Fed kicked nadal s ass all over this yr	2017-08-26T19:29:26.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
That is as stupid as saying that Rafa lost to Gilles Muller because he was afraid to face Federer in the final Roger and Rafa are both champs the st and nd best players ever None of them is afraid of the other I would rather say that both want to face the other as often as possible The only sad thing here is that they are getting older and we won t have them around for long	2017-07-28T22:03:15.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Marcos Villavicencio Federer had won the French open once in his whole career so winning a nd wasn t a big deal but winning an TH Wimbledon was so he went and done that	2017-07-26T06:54:57.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
It does not matter He had the reason the results gave the reason to Federer	2017-07-26T03:24:04.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
I think Federer had a big chance against Nadal at French open this year But he wanted to safe his health to win Wimbledon	2017-07-21T20:40:49.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
sanch Sanchayan He didn t play the French Open because he had no chance He has never defeated Rafa in Roland Garros	2017-07-20T20:34:57.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
He din t play French because he wanted to guarantee Wimbledon And that he did Without dropping a set	2017-07-20T18:03:44.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
Relaxed Then why didn t he play the French Open Because he knew he had no chance to defeat Nadal there So he wasn t so relaxed against Nadal after all	2017-07-18T16:37:43.000Z	Reply	yM7Gzhout_g	Roger Federer Vs Rafael Nadal Miami Final Highlights HDvia torchbrowser com
This was a great match and congrats for the th that year but not to take anything away but Federer honestly played the perfect match he was hitting ridiculous shots that went in Nadal just played way to conservative and should have hit more line shots and tried running him every where	2018-12-03T23:58:57.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
Roger s greatest ever victory	2018-11-26T17:40:01.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
I will never forget that th set Incredible tennis	2018-11-24T00:32:39.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
I love it when the classiest guy in professional sports wins another match	2018-11-18T22:00:53.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
Tennis will never be the same after they both retire	2018-11-15T18:45:49.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
two class acts	2018-11-13T20:45:35.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
eye on the ball so hard to execute for me	2018-11-10T05:59:52.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
Is Federer using his Wilson racket he designed	2018-10-19T12:41:55.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
watched it live best moment of my life as federer lifted that trophy	2018-10-18T22:33:18.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
Backhand is burning trough the air	2018-10-17T20:05:22.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
Mega	2018-10-17T20:02:47.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
Nadal sounds like he s about to give birth	2018-10-17T11:51:29.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
I love tennis	2018-10-17T05:26:20.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
HE S GOT A TICKET TO THE PARTY NOW Hahahahahaha love that commentator	2018-10-11T10:07:26.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
The Remarkable Roger Federer No victory has ever been sweeter	2018-09-29T14:00:59.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
Sounds like Nadals getting rammed in the butt	2018-09-26T05:27:01.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
Palmeiras n o tem mundial kkkkkkkkkkkk	2018-09-11T04:49:23.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
At the end of it all Federer Nadal	2018-09-10T02:38:33.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
Federer king	2018-09-01T09:40:10.000Z	Comment	jpkPhPXJYQk	Federer vs Nadal Australian Open 2017 Final full match
Great match Fed fans including myself really could not believe that fifth set looking like it would go Rafa s way again but the GOAT really dug in and achieved probably it s greatest victory	2018-11-28T13:42:25.000Z	Reply	jpkPhPXJYQk	Federer vs Nadal Australian Open Final full match
go fearer	2018-09-24T23:39:02.000Z	Comment	YEMBXNmOTOw	Roger Federer vs Rafael Nadal | Wimbledon 2008 | Fourth set tie-break
backhand point just an awesome strike in intense pressure situation by the king of tennis RF	2018-09-20T10:46:31.000Z	Comment	YEMBXNmOTOw	Roger Federer vs Rafael Nadal | Wimbledon 2008 | Fourth set tie-break
Nadal almost loses it	2018-09-01T05:05:42.000Z	Comment	YEMBXNmOTOw	Roger Federer vs Rafael Nadal | Wimbledon 2008 | Fourth set tie-break
Tennis doesn t get much better than that	2018-07-22T00:40:41.000Z	Comment	YEMBXNmOTOw	Roger Federer vs Rafael Nadal | Wimbledon 2008 | Fourth set tie-break
Best final there will ever be love these guys	2018-07-15T14:24:53.000Z	Comment	YEMBXNmOTOw	Roger Federer vs Rafael Nadal | Wimbledon 2008 | Fourth set tie-break
I hope this final will be repeated on Sunday after ten years	2018-07-11T04:59:50.000Z	Comment	YEMBXNmOTOw	Roger Federer vs Rafael Nadal | Wimbledon 2008 | Fourth set tie-break
Poor commentary	2018-07-09T07:52:03.000Z	Comment	YEMBXNmOTOw	Roger Federer vs Rafael Nadal | Wimbledon 2008 | Fourth set tie-break
Cool how player s boxes are right next to eachother mirka and toni both cheering with a person between them	2018-07-09T05:23:14.000Z	Comment	YEMBXNmOTOw	Roger Federer vs Rafael Nadal | Wimbledon 2008 | Fourth set tie-break
RafAAAAAAAAAAAAAAA	2018-07-07T13:46:21.000Z	Comment	YEMBXNmOTOw	Roger Federer vs Rafael Nadal | Wimbledon 2008 | Fourth set tie-break
Roger GOAT	2018-07-07T10:13:00.000Z	Comment	YEMBXNmOTOw	Roger Federer vs Rafael Nadal | Wimbledon 2008 | Fourth set tie-break
regarder le visage de l oncle de nadal l poque son entraineur quand il perd le tie break look the face of the nadal uncle at the time his coach when he lose the tie break lol	2018-07-07T08:22:54.000Z	Comment	YEMBXNmOTOw	Roger Federer vs Rafael Nadal | Wimbledon 2008 | Fourth set tie-break
it seems quite strange that the parents friends and wife of both players are all in the same box	2018-07-07T07:04:41.000Z	Comment	YEMBXNmOTOw	Roger Federer vs Rafael Nadal | Wimbledon 2008 | Fourth set tie-break
